client_id,full_name,fio,phone,email,city,created_at,last_order_at,total_spent
c100163,Мария Савельева,,+79142391756,user100163@example.ru,Москва,,2026-08-18,168774
c101395,Роман Ковальчук,,+79205150936,user101395@example.ru,Красноярск,,2026-04-15,70130
c101759,,Денис Савельев,+7 (954) 810-70-45,user101759@example.ru,Екатеринбург,17.04.2024,,
c105849,Павел Гордеев,,+79312064255,user105849@example.ru,Красноярск,,2026-02-20,65705
c103990,,Алиса Крылова,+7 (980) 479-29-96,user103990@example.ru,Екатеринбург,22.07.2025,,
c105305,Глеб Зуев,,+79708172394,user105305@example.ru,Москва,,2026-01-11,130523
c101786,Вера Шилова,,+79746342531,user101786@example.ru,Москва,,2026-05-31,58795
c101755,Тимур Тихонов,,+79529555585,user101755@example.ru,Санкт-Петербург,,2026-02-19,49019
c100461,Ольга Лаптева,,+79956151376,user100461@example.ru,Екатеринбург,,2026-08-01,39102
c100833,,Тимур Тихонов,+7 (973) 061-59-17,user100833@example.ru,Казань,30.04.2025,,
c100431,Артур Савельев,,+79733010136,user100431@example.ru,Екатеринбург,,2026-02-12,112794
c105073,Денис Тихонов,,+79457787110,user105073@example.ru,Новосибирск,,2026-01-26,26697
c104905,Максим Осипов,,+79209123711,user104905@example.ru,Санкт-Петербург,,2026-01-17,140240
c100537,Максим Осипов,,+79540699981,user100537@example.ru,Москва,,2026-02-12,81462
c104208,Тимур Белых,,+79122345589,user104208@example.ru,Москва,,2026-07-07,83202
c104043,,Лидия Панина,+7 (932) 168-95-20,user104043@example.ru,Новосибирск,08.09.2024,,
c91733,,Юлия Шилова,+7 (921) 345-85-29,user91733@example.ru,Казань,22.04.2026,,
c92235,,Кирилл Белых,+7 (963) 797-21-15,user92235@example.ru,С.-Петербург,15.05.2025,,
c102669,Павел Сорокин,,+79714749101,user102669@example.ru,Новосибирск,,2026-03-08,43405
c91682,,Артур Панин,+7 (928) 334-86-44,user91682@example.ru,С.-Петербург,15.09.2025,,
c106680,Максим Тихонов,,+79776267412,user106680@example.ru,Екатеринбург,,2026-07-03,16764
c102203,Тимур Гордеев,,+79513592851,user102203@example.ru,Москва,,2026-02-13,141237
c90744,,Лидия Ермакова,+7 (962) 262-23-09,user90744@example.ru,Москва,14.06.2024,,
c106485,Ольга Крылова,,+79452945210,user106485@example.ru,Красноярск,,2026-08-15,85004
c104458,Артур Савельев,,+79159861235,user104458@example.ru,Новосибирск,,2026-02-11,51517
c92146,,Тимур Нестеров,+7 (945) 233-54-09,user92146@example.ru,Казань,07.06.2026,,
c104752,Юлия Зуева,,+79582029479,user104752@example.ru,Москва,,2026-04-18,148788
c106227,Артур Нестеров,,+79449887063,user106227@example.ru,Красноярск,,2026-08-16,652
c104196,Глеб Зуев,,+79492210928,user104196@example.ru,Санкт-Петербург,,2026-03-31,157047
c106061,Ольга Тихонова,,+79426783551,user106061@example.ru,Новосибирск,,2026-03-27,117244
c91827,,Елена Крылова,+7 (980) 607-15-41,user91827@example.ru,Екатеринбург,24.05.2026,,
c92471,,Павел Сорокин,+7 (919) 581-11-28,user92471@example.ru,Новосибирск,03.06.2024,,
c106178,Юлия Ковальчук,,+79193172654,user106178@example.ru,Новосибирск,,2026-03-01,145405
c105571,Артур Гордеев,,+79716938894,user105571@example.ru,Новосибирск,,2026-01-23,42571
c101527,Игорь Шилов,,+79146324075,user101527@example.ru,Новосибирск,,2026-08-07,107140
c91866,,Юлия Нестерова,+7 (967) 408-07-66,user91866@example.ru,Екатеринбург,19.03.2025,,
c103100,Анна Белых,,+79837583924,user103100@example.ru,Екатеринбург,,2026-09-01,20596
c105923,Алиса Савельева,,+79616763049,user105923@example.ru,Москва,,2026-01-26,169333
c106489,Лидия Гордеева,,+79350149515,user106489@example.ru,Новосибирск,,2026-01-21,74524
c100492,Денис Осипов,,+79900487513,user100492@example.ru,Санкт-Петербург,,2026-04-14,57615
c100741,,Денис Савельев,+7 (990) 188-23-06,user100741@example.ru,Казань,17.11.2025,,
c102821,Ольга Шилова,,+79303431748,user102821@example.ru,Санкт-Петербург,,2026-08-06,8797
c91492,,Лидия Мешкова,+7 (976) 468-06-38,user91492@example.ru,Новосибирск,04.04.2024,,
c100810,Денис Шилов,,+79656844323,user100810@example.ru,Казань,,2026-09-07,27571
c91786,,Павел Лаптев,+7 (911) 248-03-28,user91786@example.ru,Казань,20.12.2025,,
c104385,Игорь Шилов,,+79177204934,user104385@example.ru,Новосибирск,,2026-07-19,170919
c106476,Анна Осипова,,+79181227973,user106476@example.ru,Екатеринбург,,2026-03-26,166138
c91369,,Глеб Тихонов,+7 (923) 542-10-27,user91369@example.ru,С.-Петербург,07.03.2025,,
c100128,Лидия Нестерова,,+79809256822,user100128@example.ru,Казань,,2026-05-09,94285
c105792,Денис Шилов,,+79680639636,user105792@example.ru,Казань,,2026-06-12,161310
c104299,Анна Шилова,,+79806734555,user104299@example.ru,Красноярск,,2026-02-22,941
c91349,,Наталья Ковальчук,+7 (958) 312-35-91,user91349@example.ru,Красноярск,12.05.2026,,
c104820,Лидия Юдина,,+79899729590,user104820@example.ru,Москва,,2026-06-04,14390
c103403,Денис Нестеров,,+79911921304,user103403@example.ru,Новосибирск,,2026-08-22,127160
c104150,Юлия Мешкова,,+79455143562,user104150@example.ru,Новосибирск,,2026-06-25,21536
c105358,Глеб Ермаков,,+79103771846,user105358@example.ru,Екатеринбург,,2026-08-17,179421
c102597,Алиса Сорокина,,+79575048568,user102597@example.ru,Новосибирск,,2026-06-28,171120
c106697,Лидия Панина,,+79800030788,user106697@example.ru,Екатеринбург,,2026-06-30,46028
c101500,Тимур Лаптев,,+79849758861,user101500@example.ru,Екатеринбург,,2026-08-30,38296
c102019,Кирилл Лаптев,,+79466184382,user102019@example.ru,Санкт-Петербург,,2026-02-16,39036
c90207,,Егор Ковальчук,+7 (936) 024-98-01,user90207@example.ru,Москва,22.10.2025,,
c104793,Егор Ковальчук,,+79466801142,user104793@example.ru,Санкт-Петербург,,2026-05-02,37498
c101076,Алиса Сорокина,,+79154032749,user101076@example.ru,Екатеринбург,,2026-05-27,175900
c102592,Анна Гордеева,,+79707843916,user102592@example.ru,Красноярск,,2026-04-06,97054
c104800,Игорь Панин,,+79404315015,user104800@example.ru,Москва,,2026-01-12,102429
c104586,Мария Осипова,,+79878789521,user104586@example.ru,Новосибирск,,2026-04-25,151313
c100408,Наталья Савельева,,+79525393237,user100408@example.ru,Новосибирск,,2026-04-11,34373
c91500,,Анна Лаптева,+7 (996) 397-39-68,user91500@example.ru,С.-Петербург,12.04.2026,,
c106024,Павел Гордеев,,+79440753301,user106024@example.ru,Санкт-Петербург,,2026-06-15,55011
c104251,Елена Осипова,,+79889752813,user104251@example.ru,Новосибирск,,2026-02-05,148381
c90774,,Кирилл Крылов,+7 (991) 775-17-86,user90774@example.ru,Казань,06.02.2024,,
c103208,Егор Крылов,,+79146187011,user103208@example.ru,Казань,,2026-08-25,62883
c101557,Игорь Сорокин,,+79521109266,user101557@example.ru,Санкт-Петербург,,2026-06-17,109609
c101214,Денис Сорокин,,+79912410372,user101214@example.ru,Екатеринбург,,2026-08-02,111202
c100790,Ольга Нестерова,,+79442963630,user100790@example.ru,Санкт-Петербург,,2026-05-30,111988
c103886,Артур Савельев,,+79664657696,user103886@example.ru,Новосибирск,,2026-08-04,147319
c101881,Роман Мешков,,+79977665702,user101881@example.ru,Москва,,2026-03-24,158187
c101165,,Юлия Гордеева,+7 (968) 627-35-99,user101165@example.ru,Казань,02.09.2024,,
c90510,,Лидия Зуева,+7 (933) 784-58-39,user90510@example.ru,Москва,11.05.2026,,
c101905,Наталья Осипова,,+79580111705,user101905@example.ru,Казань,,2026-06-19,41775
c106647,Павел Юдин,,+79620104794,user106647@example.ru,Москва,,2026-06-18,4633
c106899,Вера Мешкова,,+79283647256,user106899@example.ru,Екатеринбург,,2026-05-21,148569
c102914,Тимур Нестеров,,+79474798656,user102914@example.ru,Санкт-Петербург,,2026-03-16,81837
c104319,Кирилл Крылов,,+79606039571,user104319@example.ru,Екатеринбург,,2026-02-21,50949
c100551,,Игорь Лаптев,+7 (997) 324-16-15,user100551@example.ru,Казань,12.09.2024,,
c91620,,Елена Панина,+7 (961) 435-96-95,user91620@example.ru,С.-Петербург,02.03.2024,,
c91449,,Глеб Осипов,+7 (935) 420-29-43,user91449@example.ru,С.-Петербург,22.01.2024,,
c101125,,Наталья Нестерова,+7 (913) 190-22-01,user101125@example.ru,С.-Петербург,21.06.2025,,
c104395,Наталья Белых,,+79477860812,user104395@example.ru,Казань,,2026-02-27,168644
c103329,Вера Юдина,,+79251082253,user103329@example.ru,Санкт-Петербург,,2026-08-26,131455
c91473,,Наталья Мешкова,+7 (970) 460-69-87,user91473@example.ru,Новосибирск,05.03.2026,,
c104706,Полина Белых,,+79466573220,user104706@example.ru,Красноярск,,2026-01-31,36672
c104888,Игорь Гордеев,,+79598082488,user104888@example.ru,Красноярск,,2026-06-03,34023
c106130,Игорь Осипов,,+79261314210,user106130@example.ru,Москва,,2026-05-30,3965
c92393,,Тимур Крылов,+7 (991) 541-25-96,user92393@example.ru,Новосибирск,08.02.2025,,
c101210,Лидия Панина,,+79482729273,user101210@example.ru,Красноярск,,2026-03-31,172439
c104408,Роман Панин,,+79618235773,user104408@example.ru,Санкт-Петербург,,2026-03-12,104309
c101118,Павел Мешков,,+79716123843,user101118@example.ru,Казань,,2026-03-04,31637
c104819,Ольга Зуева,,+79452644300,user104819@example.ru,Москва,,2026-07-19,52831
c102723,Алиса Ермакова,,+79205329467,user102723@example.ru,Красноярск,,2026-08-18,66817
c90928,,Тимур Зуев,+7 (995) 955-35-60,user90928@example.ru,Красноярск,06.06.2024,,
c91854,,Кирилл Лаптев,+7 (945) 894-68-24,user91854@example.ru,Казань,29.06.2024,,
c106511,Глеб Зуев,,+79467475281,user106511@example.ru,Красноярск,,2026-02-11,56460
c100996,Игорь Белых,,+79788769341,user100996@example.ru,Новосибирск,,2026-02-23,119527
c103275,Егор Гордеев,,+79774970677,user103275@example.ru,Москва,,2026-01-30,32311
c104223,Егор Тихонов,,+79298028137,user104223@example.ru,Москва,,2026-03-11,66047
c90795,,Денис Ковальчук,+7 (964) 508-38-05,user90795@example.ru,Екатеринбург,14.03.2024,,
c91848,,Максим Гордеев,+7 (971) 188-47-11,user91848@example.ru,Москва,11.04.2026,,
c102065,Денис Гордеев,,+79630701332,user102065@example.ru,Москва,,2026-06-28,97108
c103140,Денис Ермаков,,+79213259444,user103140@example.ru,Казань,,2026-04-14,141010
c103026,Наталья Крылова,,+79239600925,user103026@example.ru,Казань,,2026-06-25,120807
c91188,,Елена Ковальчук,+7 (943) 994-38-27,user91188@example.ru,Екатеринбург,19.06.2024,,
c102439,,Артур Панин,+7 (938) 089-16-37,user102439@example.ru,Красноярск,16.03.2025,,
c104371,Артур Мешков,,+79137397015,user104371@example.ru,Санкт-Петербург,,2026-08-11,51888
c101149,Алиса Юдина,,+79388763499,user101149@example.ru,Санкт-Петербург,,2026-02-24,110068
c104617,Вера Осипова,,+79608512580,user104617@example.ru,Санкт-Петербург,,2026-07-09,69715
c90537,,Ольга Нестерова,+7 (968) 639-32-52,user90537@example.ru,Новосибирск,25.11.2025,,
c90405,,Юлия Зуева,+7 (953) 407-69-79,user90405@example.ru,С.-Петербург,10.08.2024,,
c90880,,Кирилл Лаптев,+7 (940) 175-87-02,user90880@example.ru,Москва,01.10.2024,,
c104062,Ольга Панина,,+79986265290,user104062@example.ru,Новосибирск,,2026-09-06,161005
c104068,Роман Ермаков,,+79908958354,user104068@example.ru,Казань,,2026-01-20,55106
c90719,,Ольга Лаптева,+7 (970) 590-31-59,user90719@example.ru,Казань,22.09.2025,,
c104362,,Алиса Ермакова,+7 (943) 005-76-23,user104362@example.ru,Екатеринбург,07.01.2025,,
c103916,Мария Тихонова,,+79786697540,user103916@example.ru,Новосибирск,,2026-08-10,39508
c91533,,Артур Белых,+7 (997) 591-11-87,user91533@example.ru,С.-Петербург,22.01.2025,,
c92383,,Вера Ермакова,+7 (924) 577-69-23,user92383@example.ru,Новосибирск,03.09.2024,,
c105995,Анна Юдина,,+79991815025,user105995@example.ru,Санкт-Петербург,,2026-04-23,12183
c90718,,Артур Тихонов,+7 (977) 981-99-63,user90718@example.ru,Казань,26.10.2025,,
c102423,Алиса Ермакова,,+79609694357,user102423@example.ru,Санкт-Петербург,,2026-02-01,25081
c92009,,Лидия Шилова,+7 (955) 743-16-75,user92009@example.ru,Казань,09.03.2025,,
c106031,Денис Шилов,,+79109196797,user106031@example.ru,Екатеринбург,,2026-08-31,126595
c101021,Юлия Осипова,,+79762345948,user101021@example.ru,Москва,,2026-03-15,78447
c101933,Юлия Лаптева,,+79420733293,user101933@example.ru,Санкт-Петербург,,2026-04-05,157441
c103319,Глеб Мешков,,+79124497482,user103319@example.ru,Москва,,2026-01-16,126398
c104176,,Егор Гордеев,+7 (969) 849-94-70,user104176@example.ru,Москва,21.05.2024,,
c100180,Егор Крылов,,+79345702764,user100180@example.ru,Новосибирск,,2026-03-01,114217
c100509,,Кирилл Осипов,+7 (958) 272-68-12,user100509@example.ru,Казань,12.11.2025,,
c101819,Полина Мешкова,,+79965231076,user101819@example.ru,Москва,,2026-06-26,27853
c90348,,Роман Белых,+7 (921) 847-58-03,user90348@example.ru,Москва,11.08.2025,,
c103997,Артур Зуев,,+79975720584,user103997@example.ru,Санкт-Петербург,,2026-02-11,156687
c92254,,Елена Тихонова,+7 (913) 271-58-35,user92254@example.ru,Екатеринбург,18.10.2025,,
c91118,,Егор Лаптев,+7 (991) 541-75-10,user91118@example.ru,Новосибирск,28.05.2025,,
c101029,Мария Сорокина,,+79730174348,user101029@example.ru,Казань,,2026-04-10,68530
c101812,Тимур Белых,,+79214216365,user101812@example.ru,Москва,,2026-08-23,136611
c106788,Анна Лаптева,,+79799038449,user106788@example.ru,Санкт-Петербург,,2026-04-03,14668
c106259,Анна Мешкова,,+79623380337,user106259@example.ru,Новосибирск,,2026-02-02,99562
c104133,Наталья Зуева,,+79864178050,user104133@example.ru,Красноярск,,2026-03-27,121861
c102892,Павел Осипов,,+79619944207,user102892@example.ru,Казань,,2026-06-10,132010
c100213,Анна Крылова,,+79427681853,user100213@example.ru,Екатеринбург,,2026-08-14,8676
c105710,Ольга Мешкова,,+79360054965,user105710@example.ru,Санкт-Петербург,,2026-04-06,133082
c91633,,Лидия Лаптева,+7 (933) 824-06-00,user91633@example.ru,Казань,20.11.2025,,
c92139,,Тимур Осипов,+7 (986) 379-56-44,user92139@example.ru,Казань,21.03.2024,,
c101305,Павел Шилов,,+79424054841,user101305@example.ru,Новосибирск,,2026-06-25,87774
c103164,Елена Гордеева,,+79654449320,user103164@example.ru,Санкт-Петербург,,2026-08-16,67516
c103841,Игорь Крылов,,+79712249979,user103841@example.ru,Москва,,2026-02-05,163863
c105765,Вера Нестерова,,+79428592684,user105765@example.ru,Новосибирск,,2026-06-01,140343
c105343,Вера Лаптева,,+79763302109,user105343@example.ru,Новосибирск,,2026-06-24,29139
c102627,,Максим Лаптев,+7 (977) 815-78-21,user102627@example.ru,Казань,18.10.2024,,
c102200,Павел Панин,,+79132897039,user102200@example.ru,Казань,,2026-03-10,47936
c102504,Алиса Мешкова,,+79831254830,user102504@example.ru,Казань,,2026-06-14,32971
c103695,Артур Мешков,,+79686989458,user103695@example.ru,Москва,,2026-06-17,8721
c100853,Полина Крылова,,+79711065559,user100853@example.ru,Москва,,2026-06-20,172210
c106567,Вера Юдина,,+79254730094,user106567@example.ru,Москва,,2026-01-18,164983
c100554,,Денис Савельев,+7 (966) 986-54-02,user100554@example.ru,Красноярск,18.04.2024,,
c91161,,Наталья Савельева,+7 (932) 424-66-39,user91161@example.ru,Красноярск,02.10.2024,,
c106580,Денис Зуев,,+79387678120,user106580@example.ru,Москва,,2026-02-21,59996
c103929,Анна Гордеева,,+79493135706,user103929@example.ru,Новосибирск,,2026-01-28,174383
c103790,,Егор Крылов,+7 (930) 587-58-78,user103790@example.ru,С.-Петербург,22.02.2026,,
c103617,Лидия Сорокина,,+79870149057,user103617@example.ru,Красноярск,,2026-06-24,64325
c104827,Полина Гордеева,,+79856320698,user104827@example.ru,Екатеринбург,,2026-06-25,5204
c101654,Лидия Ковальчук,,+79316410403,user101654@example.ru,Новосибирск,,2026-01-27,1964
c101711,Максим Савельев,,+79883092201,user101711@example.ru,Екатеринбург,,2026-05-19,159113
c103900,Елена Белых,,+79889451132,user103900@example.ru,Санкт-Петербург,,2026-01-28,96947
c101412,Роман Ермаков,,+79608791022,user101412@example.ru,Казань,,2026-06-05,155095
c106766,Лидия Гордеева,,+79582414040,user106766@example.ru,Красноярск,,2026-06-06,61432
c100952,Кирилл Осипов,,+79573631523,user100952@example.ru,Санкт-Петербург,,2026-05-11,63314
c90009,,Роман Мешков,+7 (938) 750-15-08,user90009@example.ru,Новосибирск,08.03.2024,,
c104748,Кирилл Нестеров,,+79916514333,user104748@example.ru,Екатеринбург,,2026-02-18,58220
c106393,Игорь Нестеров,,+79386776094,user106393@example.ru,Москва,,2026-04-22,91262
c100175,Глеб Ковальчук,,+79448119742,user100175@example.ru,Москва,,2026-05-11,18642
c104590,,Денис Лаптев,+7 (975) 641-47-87,user104590@example.ru,Красноярск,27.10.2024,,
c100861,Лидия Тихонова,,+79472926944,user100861@example.ru,Екатеринбург,,2026-08-19,96332
c91495,,Глеб Тихонов,+7 (916) 127-04-04,user91495@example.ru,Москва,04.06.2025,,
c105477,Тимур Панин,,+79161420169,user105477@example.ru,Санкт-Петербург,,2026-08-25,4457
c104188,Тимур Ермаков,,+79237503886,user104188@example.ru,Казань,,2026-01-14,113579
c102721,Наталья Юдина,,+79240422614,user102721@example.ru,Красноярск,,2026-05-16,121313
c104286,Максим Крылов,,+79548322521,user104286@example.ru,Казань,,2026-06-21,78331
c91312,,Тимур Мешков,+7 (922) 179-95-05,user91312@example.ru,Казань,17.05.2024,,
c104506,Елена Белых,,+79207178864,user104506@example.ru,Красноярск,,2026-03-20,152968
c101273,Игорь Сорокин,,+79621120551,user101273@example.ru,Казань,,2026-07-18,150700
c91041,,Игорь Сорокин,+7 (929) 540-78-47,user91041@example.ru,Екатеринбург,07.02.2024,,
c101744,Полина Ковальчук,,+79613650335,user101744@example.ru,Екатеринбург,,2026-02-18,19900
c100335,Глеб Лаптев,,+79480922358,user100335@example.ru,Екатеринбург,,2026-03-05,168465
c100635,Полина Крылова,,+79955234778,user100635@example.ru,Санкт-Петербург,,2026-05-10,158626
c100699,Денис Шилов,,+79158464215,user100699@example.ru,Москва,,2026-04-27,52949
c102245,Роман Гордеев,,+79932232149,user102245@example.ru,Новосибирск,,2026-08-10,3943
c102279,Мария Гордеева,,+79380601495,user102279@example.ru,Казань,,2026-09-07,82533
c105112,Полина Сорокина,,+79859242447,user105112@example.ru,Казань,,2026-01-16,164708
c103785,,Кирилл Белых,+7 (920) 067-49-02,user103785@example.ru,Новосибирск,07.09.2025,,
c90612,,Игорь Ковальчук,+7 (994) 124-88-12,user90612@example.ru,Красноярск,20.12.2025,,
c106284,Лидия Лаптева,,+79171840269,user106284@example.ru,Новосибирск,,2026-04-08,5133
c101491,Егор Зуев,,+79732269786,user101491@example.ru,Казань,,2026-07-06,30321
c92182,,Артур Мешков,+7 (947) 724-51-99,user92182@example.ru,Москва,11.05.2026,,
c100312,Алиса Белых,,+79186840678,user100312@example.ru,Казань,,2026-02-27,139667
c90532,,Роман Шилов,+7 (935) 134-83-21,user90532@example.ru,С.-Петербург,07.07.2024,,
c101178,Ольга Гордеева,,+79174319041,user101178@example.ru,Казань,,2026-08-23,164895
c101098,Анна Панина,,+79846467981,user101098@example.ru,Санкт-Петербург,,2026-05-04,104038
c100261,Игорь Ермаков,,+79388492837,user100261@example.ru,Красноярск,,2026-05-30,84756
c105815,Павел Нестеров,,+79907668774,user105815@example.ru,Красноярск,,2026-07-26,2609
c104960,,Артур Тихонов,+7 (997) 810-91-29,user104960@example.ru,Екатеринбург,26.11.2024,,
c102770,Денис Савельев,,+79894421923,user102770@example.ru,Новосибирск,,2026-03-05,15430
c106703,Павел Гордеев,,+79666595269,user106703@example.ru,Москва,,2026-08-30,56271
c90571,,Лидия Юдина,+7 (951) 383-07-29,user90571@example.ru,Казань,11.12.2025,,
c90938,,Тимур Панин,+7 (989) 801-23-34,user90938@example.ru,С.-Петербург,04.12.2024,,
c101387,Анна Ковальчук,,+79348272218,user101387@example.ru,Казань,,2026-03-10,121561
c100426,Денис Крылов,,+79976828306,user100426@example.ru,Москва,,2026-08-16,108952
c101454,Павел Гордеев,,+79662084154,user101454@example.ru,Казань,,2026-04-29,36933
c91760,,Игорь Нестеров,+7 (984) 901-33-86,user91760@example.ru,С.-Петербург,13.01.2025,,
c103477,Денис Нестеров,,+79171358722,user103477@example.ru,Новосибирск,,2026-08-23,148014
c101421,Артур Панин,,+79298734796,user101421@example.ru,Екатеринбург,,2026-05-26,13263
c91663,,Ольга Сорокина,+7 (965) 957-03-24,user91663@example.ru,С.-Петербург,06.05.2026,,
c105997,Елена Тихонова,,+79170012615,user105997@example.ru,Казань,,2026-07-05,87864
c102081,Полина Мешкова,,+79800052862,user102081@example.ru,Екатеринбург,,2026-03-18,39020
c101300,Роман Тихонов,,+79777962613,user101300@example.ru,Москва,,2026-05-19,101527
c105443,Глеб Осипов,,+79516446683,user105443@example.ru,Новосибирск,,2026-04-19,68897
c104104,Лидия Белых,,+79419866953,user104104@example.ru,Санкт-Петербург,,2026-03-22,168801
c92397,,Вера Мешкова,+7 (914) 199-52-57,user92397@example.ru,Красноярск,09.08.2024,,
c92115,,Павел Шилов,+7 (965) 560-06-89,user92115@example.ru,Москва,21.09.2025,,
c100006,Глеб Нестеров,,+79122849625,user100006@example.ru,Новосибирск,,2026-03-26,11732
c106674,Вера Белых,,+79645371096,user106674@example.ru,Санкт-Петербург,,2026-03-07,70839
c104734,Анна Юдина,,+79794864084,user104734@example.ru,Санкт-Петербург,,2026-02-25,115205
c91575,,Анна Шилова,+7 (939) 647-90-70,user91575@example.ru,Красноярск,18.12.2024,,
c90000,,Артур Панин,+7 (976) 281-21-31,user90000@example.ru,Екатеринбург,26.06.2024,,
c100327,Лидия Ковальчук,,+79850054995,user100327@example.ru,Красноярск,,2026-07-19,11399
c90827,,Павел Ермаков,+7 (979) 682-05-21,user90827@example.ru,Красноярск,03.07.2025,,
c90478,,Роман Сорокин,+7 (990) 612-00-92,user90478@example.ru,Екатеринбург,29.07.2025,,
c106001,Мария Панина,,+79639451195,user106001@example.ru,Екатеринбург,,2026-06-01,123277
c106121,,Роман Гордеев,+7 (963) 578-57-59,user106121@example.ru,Екатеринбург,20.04.2026,,
c102459,Денис Савельев,,+79129479863,user102459@example.ru,Екатеринбург,,2026-03-12,52351
c106341,,Кирилл Ковальчук,+7 (910) 849-12-21,user106341@example.ru,Казань,25.07.2025,,
c90031,,Егор Шилов,+7 (992) 134-70-23,user90031@example.ru,Москва,25.10.2025,,
c91819,,Глеб Мешков,+7 (997) 679-30-88,user91819@example.ru,Екатеринбург,10.04.2025,,
c102038,Лидия Зуева,,+79137023024,user102038@example.ru,Москва,,2026-01-21,163954
c92190,,Максим Белых,+7 (910) 931-12-50,user92190@example.ru,Новосибирск,15.03.2024,,
c90625,,Глеб Панин,+7 (956) 192-38-28,user90625@example.ru,Москва,03.02.2025,,
c105979,Елена Шилова,,+79243658742,user105979@example.ru,Екатеринбург,,2026-04-30,38739
c91895,,Наталья Зуева,+7 (921) 213-47-34,user91895@example.ru,Казань,29.12.2025,,
c91536,,Анна Зуева,+7 (995) 713-80-93,user91536@example.ru,Новосибирск,29.01.2024,,
c101184,Денис Юдин,,+79449995818,user101184@example.ru,Москва,,2026-08-10,15518
c105896,Ольга Мешкова,,+79313420288,user105896@example.ru,Екатеринбург,,2026-04-05,161992
c103328,,Глеб Крылов,+7 (939) 743-60-32,user103328@example.ru,Казань,06.10.2025,,
c102421,,Егор Савельев,+7 (948) 110-24-69,user102421@example.ru,С.-Петербург,25.11.2024,,
c91832,,Полина Шилова,+7 (955) 306-61-33,user91832@example.ru,С.-Петербург,10.08.2024,,
c100273,,Ольга Нестерова,+7 (950) 346-77-47,user100273@example.ru,Новосибирск,20.12.2025,,
c100239,,Глеб Сорокин,+7 (972) 426-33-03,user100239@example.ru,С.-Петербург,03.04.2026,,
c101584,Лидия Тихонова,,+79431988359,user101584@example.ru,Казань,,2026-07-02,59178
c106821,Наталья Тихонова,,+79929327511,user106821@example.ru,Санкт-Петербург,,2026-02-04,88655
c103984,Глеб Юдин,,+79417328308,user103984@example.ru,Казань,,2026-06-06,35965
c104726,,Наталья Гордеева,+7 (999) 788-64-36,user104726@example.ru,Екатеринбург,13.04.2026,,
c100978,Павел Мешков,,+79492987868,user100978@example.ru,Казань,,2026-02-01,67220
c92226,,Тимур Лаптев,+7 (912) 687-95-74,user92226@example.ru,Екатеринбург,17.05.2024,,
c102200,,Денис Зуев,+7 (957) 128-87-03,user102200@example.ru,Красноярск,30.09.2024,,
c106086,Игорь Юдин,,+79186748531,user106086@example.ru,Санкт-Петербург,,2026-05-06,149205
c105932,,Лидия Ковальчук,+7 (967) 466-24-61,user105932@example.ru,Екатеринбург,18.07.2024,,
c103806,Кирилл Савельев,,+79569459073,user103806@example.ru,Москва,,2026-06-04,173494
c91514,,Лидия Панина,+7 (991) 958-01-24,user91514@example.ru,С.-Петербург,24.11.2024,,
c103753,Мария Нестерова,,+79945552880,user103753@example.ru,Санкт-Петербург,,2026-08-17,82530
c91661,,Максим Осипов,+7 (938) 964-80-45,user91661@example.ru,С.-Петербург,28.11.2024,,
c103890,,Артур Белых,+7 (997) 031-68-14,user103890@example.ru,Казань,22.04.2026,,
c91238,,Глеб Тихонов,+7 (936) 807-56-38,user91238@example.ru,Казань,03.06.2024,,
c104135,Денис Мешков,,+79319410578,user104135@example.ru,Казань,,2026-02-18,115041
c101499,,Глеб Белых,+7 (963) 682-23-70,user101499@example.ru,Казань,26.08.2024,,
c102783,Лидия Зуева,,+79377647403,user102783@example.ru,Санкт-Петербург,,2026-02-18,74752
c103531,Игорь Нестеров,,+79920339666,user103531@example.ru,Санкт-Петербург,,2026-01-11,108377
c104691,Вера Ковальчук,,+79609238742,user104691@example.ru,Санкт-Петербург,,2026-01-07,75001
c104058,Павел Ермаков,,+79252423086,user104058@example.ru,Казань,,2026-03-11,44096
c102314,Мария Лаптева,,+79374041570,user102314@example.ru,Санкт-Петербург,,2026-09-09,35218
c90314,,Глеб Сорокин,+7 (957) 576-84-89,user90314@example.ru,Москва,12.10.2024,,
c104760,Глеб Сорокин,,+79415962545,user104760@example.ru,Санкт-Петербург,,2026-05-25,110642
c105832,Тимур Лаптев,,+79767767227,user105832@example.ru,Екатеринбург,,2026-02-23,64325
c91070,,Вера Савельева,+7 (971) 963-45-49,user91070@example.ru,Казань,25.11.2025,,
c106328,Анна Тихонова,,+79441566599,user106328@example.ru,Санкт-Петербург,,2026-04-20,151522
c106048,Роман Ковальчук,,+79606000447,user106048@example.ru,Красноярск,,2026-08-24,138911
c101878,Кирилл Юдин,,+79997650186,user101878@example.ru,Новосибирск,,2026-01-06,163819
c100385,Максим Зуев,,+79260380527,user100385@example.ru,Санкт-Петербург,,2026-01-14,89853
c91806,,Денис Мешков,+7 (952) 622-20-11,user91806@example.ru,Москва,02.04.2025,,
c91202,,Мария Нестерова,+7 (911) 564-11-77,user91202@example.ru,Красноярск,27.04.2025,,
c102692,Павел Осипов,,+79651353613,user102692@example.ru,Казань,,2026-03-03,27517
c90480,,Максим Юдин,+7 (996) 994-79-64,user90480@example.ru,Красноярск,09.06.2026,,
c100303,Юлия Белых,,+79809892465,user100303@example.ru,Москва,,2026-03-02,50592
